Time [mS], AccX [mg], AccY [mg], AccZ [mg], GyroX [mdps], GyroY [mdps], GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T ['C]
3755, 12, 0, 1006, 0, 52, -367, -297, -120, -834, 964.89, 31.42
3756, 12, 0, 1007, -192, -52, -402, -301, -118, -835, 964.85, 31.42
3757, 11, 0, 1006, -280, -52, -367, -300, -118, -837, 964.85, 31.42
3758, 12, 0, 1006, -245, -52, -367, -300, -114, -838, 964.85, 31.42
3759, 12, 0, 1005, -262, -87, -402, -297, -117, -835, 964.85, 31.42
3760, 12, 0, 1005, -157, -52, -315, -292, -118, -837, 964.87, 31.42
3761, 12, 0, 1006, -210, -35, -332, -297, -118, -834, 964.87, 31.42
3762, 12, 0, 1006, -210, -17, -332, -295, -118, -832, 964.87, 31.42
3763, 12, 0, 1006, -192, -35, -350, -295, -118, -834, 964.87, 31.42
3764, 12, 0, 1007, -262, -52, -315, -303, -123, -831, 964.86, 31.42
3765, 12, 0, 1006, -367, -157, -315, -304, -120, -835, 964.86, 31.42
3766, 13, 0, 1005, -367, -157, -280, -298, -118, -834, 964.86, 31.42
3767, 12, 0, 1005, -297, -122, -262, -298, -120, -832, 964.86, 31.42
3768, 12, -1, 1005, -297, -105, -262, -300, -115, -835, 964.82, 31.42
3769, 13, 0, 1006, -210, -52, -262, -301, -118, -837, 964.82, 31.42
3770, 56, -25, 1008, -402, -175, 980, -301, -123, -838, 964.82, 31.42
3771, 21, -5, 1002, -472, -140, 7630, -295, -117, -838, 964.82, 31.42
3772, 26, -9, 1006, -35, 17, 2432, -295, -117, -834, 964.87, 31.42
3773, 10, 0, 1005, -70, -17, 4340, -298, -115, -828, 964.87, 31.42
3774, -3, 9, 1005, 17, 35, 2310, -301, -114, -831, 964.87, 31.42
3775, 38, -16, 1005, -70, -17, 2695, -304, -117, -835, 964.87, 31.42
3776, 5, 3, 1005, -70, 0, 5022, -300, -117, -832, 964.91, 31.42
3777, -6, 10, 1005, -35, 52, 2922, -300, -115, -831, 964.91, 31.42
3778, 25, -7, 1006, -175, -17, 3447, -300, -115, -831, 964.91, 31.42
3779, -1, 6, 1006, -140, -70, 2957, -298, -118, -834, 964.91, 31.42
3780, 1, 5, 1006, -122, 35, 1400, -295, -112, -835, 964.87, 31.42
3781, 7, 2, 1005, -105, -52, 210, -295, -112, -835, 964.87, 31.42
3782, 13, 0, 1005, -87, -70, -175, -294, -114, -835, 964.87, 31.42
3783, 25, -8, 1006, -105, -52, 157, -298, -120, -837, 964.87, 31.42
3784, 1, 11, 1004, -455, -70, 16607, -300, -117, -837, 964.84, 31.42
3785, -65, 44, 1003, -52, 17, 9782, -300, -112, -834, 964.84, 31.42
3786, -16, 16, 1006, -17, -35, 682, -297, -115, -832, 964.84, 31.42
3787, 13, -1, 1006, 52, 35, -175, -298, -117, -837, 964.84, 31.42
3788, 12, 0, 1006, 70, 17, -87, -297, -114, -838, 964.81, 31.42
3789, 33, -15, 1007, -70, 0, 8067, -297, -118, -835, 964.81, 31.42
3790, -39, 32, 1004, -192, -35, 7700, -297, -121, -832, 964.81, 31.42
3791, -13, 16, 1006, -140, -35, 945, -291, -117, -828, 964.81, 31.42
3792, 12, 0, 1005, -192, -105, -367, -292, -115, -831, 964.82, 31.42
3793, 13, 0, 1006, -210, -105, -332, -300, -114, -834, 964.82, 31.42
3794, 12, 0, 1006, -175, -87, -350, -298, -114, -840, 964.82, 31.42
3795, 11, 0, 1006, -280, -105, -350, -294, -121, -844, 964.82, 31.42
3796, 11, 0, 1006, -297, -105, -332, -301, -127, -847, 964.88, 31.42
3797, 12, 0, 1005, -297, -105, -367, -303, -123, -843, 964.88, 31.42
3798, 12, 0, 1005, -315, -87, -350, -295, -123, -837, 964.88, 31.42
3799, 12, 0, 1005, -297, -35, -367, -294, -120, -837, 964.88, 31.42
3800, 12, 0, 1005, -175, -17, -367, -298, -117, -841, 964.87, 31.42
3801, 11, 0, 1006, -105, 0, -367, -297, -115, -837, 964.87, 31.42
3802, 13, 0, 1007, -175, -52, -332, -291, -114, -837, 964.87, 31.42
3803, 13, -1, 1005, -140, 17, -315, -292, -112, -835, 964.87, 31.42
3804, 26, -9, 1006, -192, -52, 35, -291, -111, -828, 964.85, 31.42
3805, 57, -27, 1006, -367, -122, 5145, -294, -112, -831, 964.85, 31.42
3806, 60, -30, 1005, -262, 52, 11270, -297, -117, -831, 964.85, 31.42
3807, -5, 10, 1004, 0, 87, 2677, -294, -118, -829, 964.85, 31.42
3808, 32, -13, 1006, 70, 157, 4865, -295, -120, -834, 964.85, 31.42
3809, 20, -8, 1005, 17, 87, 5162, -297, -118, -847, 964.85, 31.42
3810, 21, -4, 1006, -122, -70, 7542, -297, -120, -843, 964.85, 31.42
3811, 52, -19, 1007, -385, -70, 8732, -295, -121, -837, 964.85, 31.42
3812, -35, 23, 1004, -192, -35, 10167, -294, -120, -841, 964.79, 31.42
3813, 6, 2, 1006, -87, -35, -122, -298, -115, -840, 964.79, 31.42
3814, 11, 0, 1005, -35, -17, -350, -298, -120, -838, 964.79, 31.42
3815, 12, -1, 1005, -52, -122, -402, -298, -120, -834, 964.79, 31.42
3816, 12, 0, 1005, -140, -105, -402, -295, -120, -834, 964.78, 31.42
3817, 12, -1, 1004, -227, -157, -367, -286, -124, -843, 964.78, 31.42
3818, 13, 0, 1006, -157, -70, -332, -291, -121, -843, 964.78, 31.42
3819, 12, -1, 1005, -122, 0, -402, -289, -118, -837, 964.78, 31.42
3820, 12, 0, 1006, -105, 52, -367, -286, -120, -838, 964.85, 31.42
3821, 12, 0, 1006, -87, -70, -385, -294, -124, -834, 964.85, 31.42
3822, 13, 0, 1006, -122, -35, -385, -292, -121, -832, 964.85, 31.42
3823, 12, 0, 1005, -157, -105, -367, -289, -117, -835, 964.85, 31.42
3824, 13, 0, 1005, -210, -140, -420, -292, -117, -841, 964.86, 31.42
3825, 12, 0, 1006, -175, -87, -402, -297, -117, -837, 964.86, 31.42
3826, 13, 0, 1006, -262, -105, -385, -295, -123, -832, 964.86, 31.42
3827, 12, 0, 1005, -122, -17, -315, -292, -120, -837, 964.86, 31.42
3828, 12, 0, 1006, -157, -35, -385, -295, -118, -837, 964.84, 31.42
3829, 13, 0, 1006, -210, -17, -367, -295, -123, -832, 964.84, 31.42
3830, 12, -1, 1006, -105, 0, -350, -294, -126, -832, 964.84, 31.42
3831, 12, 0, 1006, -70, 0, -402, -294, -124, -843, 964.84, 31.42
3832, 12, -1, 1006, -122, 0, -385, -295, -121, -847, 964.86, 31.42
3833, 11, -1, 1005, -122, 0, -367, -292, -123, -838, 964.86, 31.42
3834, 12, 0, 1006, -52, -35, -332, -288, -126, -834, 964.86, 31.42
3835, 12, 0, 1005, -192, -70, -367, -292, -120, -832, 964.86, 31.42
3836, 12, 0, 1006, -140, -17, -367, -294, -115, -832, 964.85, 31.42
3837, 12, -1, 1005, -175, -70, -420, -291, -115, -840, 964.85, 31.42
3838, 13, -1, 1006, -175, -35, -472, -295, -117, -843, 964.85, 31.42
3839, 12, -1, 1005, -175, 35, -490, -300, -118, -844, 964.85, 31.42
3840, 11, 0, 1005, -175, 0, -507, -298, -120, -841, 964.83, 31.42
3841, 11, 0, 1005, -122, 70, -700, -298, -117, -834, 964.83, 31.42
3842, -131, -15, 1006, 35, 297, -9992, -291, -117, -834, 964.83, 31.42
3843, 97, -10, 1005, 105, 262, -26880, -292, -121, -835, 964.83, 31.42
3844, 83, 13, 1007, -35, -105, -4602, -298, -124, -837, 964.87, 31.42
